date,Aspropirgos,Galatsi,Kiourka,Menidi,Total
2003-11-19,111908,332817,132467,444561,1021753
2003-11-20,112451,311863,132077,464753,1021144
2003-11-21,108638,340738,126525,429070,1004971
2003-11-22,112318,338882,135777,457124,1044101
2003-11-23,111102,319180,125018,432749,988049
2003-11-24,112685,308802,126640,459178,1007305
2003-11-25,111404,321724,124475,430794,988397
2003-11-26,112305,345246,108633,409156,975340
2003-11-27,107802,324391,126365,429768,988326
2003-11-28,111874,355623,122545,419741,1009783
2003-11-29,113904,349396,123051,439547,1025898
2003-11-30,104759,341785,117068,388192,951804
2003-12-01,107500,351480,108504,389438,956922
2003-12-02,107694,310659,118811,422430,959594
2003-12-03,109451,323403,114215,424255,971324
2003-12-04,106654,256781,111611,414574,889620
2003-12-05,108519,314643,124190,427494,974846
2003-12-06,111549,333336,141637,442426,1028948
2003-12-07,106501,344357,118920,391047,960825
2003-12-08,107004,334539,95577,401058,938178
2003-12-09,106193,323118,123252,416325,968888
2003-12-10,103740,322194,115045,410664,951643
2003-12-11,107157,289686,112099,436706,945648
2003-12-12,105881,301880,113774,416404,937939
2003-12-13,106426,341685,116907,414298,979316
2003-12-14,105275,314193,122089,403360,944917
2003-12-15,104961,309263,131917,420801,966942
2003-12-16,104592,318401,103545,402635,929173
2003-12-17,99127,305834,130589,405621,941171
2003-12-18,106763,308903,136005,418886,970557
2003-12-19,105047,315208,130699,434723,985677
2003-12-20,108608,317643,142736,457394,1026381
2003-12-21,103359,310785,130615,420573,965332
2003-12-22,103310,331571,121627,419965,976473
2003-12-23,95848,308840,126456,389918,921062
2003-12-24,101047,307229,123587,403304,935167
2003-12-25,94394,284357,122983,362864,864598
2003-12-26,94354,320316,119292,336948,870910
2003-12-27,102320,305083,122258,386264,915925
2003-12-28,100994,309350,127266,375850,913460
2003-12-29,100059,302139,123254,393888,919340
2003-12-30,99638,318211,123418,393963,935230
2003-12-31,102969,343061,128010,429014,1003054
2004-01-01,93354,294697,117164,353600,858815
2004-01-02,97410,334759,118386,381476,932031
2004-01-03,97560,328810,126762,363146,916278
2004-01-04,98311,342650,118029,348873,907863
2004-01-05,100576,349766,126484,387585,964411
2004-01-06,97443,324474,123936,366376,912229
2004-01-07,98135,344642,117743,381867,942387
2004-01-08,104641,341365,135680,392994,974680
2004-01-09,99975,344143,133869,377522,955509
2004-01-10,99256,369250,129937,371819,970262
2004-01-11,95497,346857,132084,352208,926646
2004-01-12,102717,366907,136411,377271,983306
2004-01-13,100825,358269,134067,366131,959292
2004-01-14,101078,377832,137869,385773,1002552
2004-01-15,102482,371689,136960,371163,982294
2004-01-16,97569,365734,133107,385907,982317
2004-01-17,104406,369112,141716,404392,1019626
2004-01-18,98537,356736,141509,364276,961058
2004-01-19,101756,345470,137702,395521,980449
2004-01-20,101139,369381,143866,381211,995597
2004-01-21,104334,353928,134153,368866,961281
2004-01-22,96403,343321,127806,331565,899095
2004-01-23,100720,348175,164329,362632,975856
2004-01-24,118285,380641,197344,448781,1145051
2004-01-25,115828,351166,183707,407351,1058052
2004-01-26,110547,354760,142680,385588,993575
2004-01-27,108034,363943,142667,377880,992524
2004-01-28,104999,361526,134704,387532,988761
2004-01-29,101931,311318,120937,428686,962872
2004-01-30,103655,281896,110006,447394,942951
2004-01-31,103753,297737,109335,454691,965516
2004-02-01,103600,278083,131224,445051,957958
2004-02-02,106307,321221,121675,425494,974697
2004-02-03,102103,317756,115850,394888,930597
2004-02-04,97895,289390,115386,407130,909801
2004-02-05,105638,292957,129843,440544,968982
2004-02-06,108842,299047,131871,445224,984984
2004-02-07,108959,356298,129237,420321,1014815
2004-02-08,103092,362628,122740,335362,923822
2004-02-09,94696,429205,142991,309395,976287
2004-02-10,111668,431044,119814,282898,945424
2004-02-11,117582,477136,167284,230659,992661
2004-02-12,115189,359009,121690,353094,948982
2004-02-13,129933,406003,171260,479469,1186665
2004-02-14,178580,528491,245570,722359,1675000
2004-02-15,151134,482154,265090,795016,1693394
2004-02-16,120034,439410,265520,497291,1322255
2004-02-17,111964,406244,187090,444544,1149842
2004-02-18,113139,398968,161700,460008,1133815
2004-02-19,110480,384060,138080,419771,1052391
2004-02-20,105919,379266,126420,395693,1007298
2004-02-21,101487,337332,123286,412293,974398
2004-02-22,99951,342253,123390,393278,958872
2004-02-23,99424,332886,116280,409071,957661
2004-02-24,104883,377535,120790,453827,1057035
2004-02-25,97309,378288,118950,450089,1044636
2004-02-26,92610,380725,112720,406427,992482
2004-02-27,89879,305058,119880,452280,967097
2004-02-28,98877,307466,121420,519976,1047739
2004-02-29,99617,313167,117090,451108,980982
2004-03-01,102438,312359,114490,449815,979102
2004-03-02,100831,305367,104170,453402,963770
2004-03-03,94356,308178,109530,432494,944558
2004-03-04,88796,303438,106200,427230,925664
2004-03-05,97183,309645,105430,414716,926974
2004-03-06,100187,328300,106120,438699,973306
2004-03-07,92177,310804,102180,375031,880192
2004-03-08,94640,338376,105010,401349,939375
2004-03-09,90973,308515,106790,428777,935055
2004-03-10,94561,315794,107690,457068,975113
2004-03-11,102924,299699,104260,454536,961419
2004-03-12,99158,295586,103330,425263,923337
2004-03-13,103868,311723,109900,465241,990732
2004-03-14,102448,294524,107900,456143,961015
2004-03-15,107799,316762,105800,471609,1001970
2004-03-16,103863,318472,124650,460566,1007551
2004-03-17,100630,315928,111820,467420,995798
2004-03-18,101130,308205,124460,479464,1013259
2004-03-19,106168,326487,122240,481135,1036030
2004-03-20,104003,322181,140730,518463,1085377
2004-03-21,98198,299479,128320,478927,1004924
2004-03-22,100235,305668,132280,493290,1031473
2004-03-23,102596,310237,128360,463504,1004697
2004-03-24,101897,318809,125950,438842,985498
2004-03-25,95836,308985,118490,453883,977194
2004-03-26,97799,311562,116130,436586,962077
2004-03-27,103233,338537,129230,474844,1045844
2004-03-28,103233,323357,116190,424369,967149
2004-03-29,92671,331616,118200,468997,1011484
2004-03-30,98251,342780,118190,453040,1012261
2004-03-31,99203,351737,119610,520943,1091493
2004-04-01,90944,354368,110850,416758,972920
2004-04-02,97220,332537,109860,483155,1022772
2004-04-03,101010,343231,116810,513728,1074779
2004-04-04,107781,333913,123770,470639,1036103
2004-04-05,114786,351318,124490,477652,1068246
2004-04-06,112603,343804,146240,482840,1085487
2004-04-07,118892,347980,129750,498816,1095438
2004-04-08,116757,350005,140170,482271,1089203
2004-04-09,106583,326802,130950,404331,968666
2004-04-10,113345,311658,138830,466000,1029833
2004-04-11,97827,239797,121820,367821,827265
2004-04-12,107980,287585,137080,428645,961290
2004-04-13,115379,330340,143180,485699,1074598
2004-04-14,119680,327920,134290,525301,1107191
2004-04-15,114203,320343,134190,516466,1085202
2004-04-16,115262,326190,132160,491367,1064979
2004-04-17,115317,366139,160950,509180,1151586
2004-04-18,106958,333100,138440,490381,1068879
2004-04-19,108439,328319,122680,493803,1053241
2004-04-20,101231,341353,122980,478667,1044231
2004-04-21,104027,313004,125970,476346,1019347
2004-04-22,111488,329632,122350,513953,1077423
2004-04-23,124899,351167,138340,520712,1135118
2004-04-24,119352,382268,152050,496577,1150247
2004-04-25,102340,324249,130450,436336,993375
2004-04-26,100251,320055,116460,425268,962034
2004-04-27,106143,342476,124050,469820,1042489
2004-04-28,106978,372070,133530,478724,1091302
2004-04-29,111931,339983,153180,503120,1108214
2004-04-30,112344,379204,150060,441285,1082893
2004-05-01,113900,289540,141770,504210,1049420
2004-05-02,116207,286988,155520,524787,1083502
2004-05-03,118960,338082,156910,536381,1150333
2004-05-04,111448,361880,138920,471322,1083570
2004-05-05,107463,374723,125410,504561,1112157
2004-05-06,116884,373572,155650,497318,1143424
2004-05-07,120640,354427,159720,538480,1173267
2004-05-08,127400,396516,185370,549516,1258802
2004-05-09,114807,361804,162150,481869,1120630
2004-05-10,121330,392579,161280,539155,1214344
2004-05-11,120954,393133,180030,508259,1202376
2004-05-12,121455,399549,166370,535759,1223133
2004-05-13,120086,383486,149070,528968,1181610
2004-05-14,122821,385805,156980,538335,1203941
2004-05-15,122174,387282,161180,536681,1207317
2004-05-16,116003,360282,146440,484438,1107163
2004-05-17,109233,357263,126170,486581,1079247
2004-05-18,107021,346307,102420,482128,1037876
2004-05-19,119251,348698,134110,503136,1105195
2004-05-20,120185,356160,135540,520200,1132085
2004-05-21,120243,382548,142120,498863,1143774
2004-05-22,128810,386468,181300,536186,1232764
2004-05-23,122592,367494,169070,508950,1168106
2004-05-24,125190,406278,153800,510279,1195547
2004-05-25,119397,352335,127470,517288,1116490
2004-05-26,125190,387519,140880,521787,1175376
2004-05-27,120086,382627,150560,533370,1186643
2004-05-28,126107,375875,173190,519852,1195024
2004-05-29,127252,369527,187660,533290,1217729
2004-05-30,118120,303439,162570,501906,1086035
2004-05-31,122560,388148,163570,500972,1175250
2004-06-01,124789,401693,164420,524015,1214917
2004-06-02,119567,382825,163940,546094,1212426
2004-06-03,130924,390643,144290,550893,1216750
2004-06-04,118282,378237,151970,526181,1174670
2004-06-05,131170,369534,191220,563647,1255571
2004-06-06,124124,378372,183780,515083,1201359
2004-06-07,122835,418878,171280,530181,1243174
2004-06-08,127197,417274,154720,523306,1222497
2004-06-09,128753,401443,183750,519446,1233392
2004-06-10,130008,418148,191000,534562,1273718
2004-06-11,134662,442931,182240,530337,1290170
2004-06-12,134372,415748,220660,541372,1312152
2004-06-13,128407,429787,192040,491132,1241366
2004-06-14,136669,420094,189210,552059,1298032
2004-06-15,134222,439721,206090,546490,1326523
2004-06-16,134680,453600,202200,549315,1339795
2004-06-17,128696,401550,207460,552713,1290419
2004-06-18,130653,419874,200350,542850,1293727
2004-06-19,136273,422525,232900,559230,1350928
2004-06-20,132344,393879,215230,554373,1295826
2004-06-21,140065,426992,208790,556530,1332377
2004-06-22,136195,431359,212100,558544,1338198
2004-06-23,134993,430068,211840,562834,1339735
2004-06-24,134676,411649,215690,559627,1321642
2004-06-25,138578,417145,214600,556539,1326862
2004-06-26,138533,412736,241770,559198,1352237
2004-06-27,136261,364051,243600,523067,1266979
2004-06-28,138419,414526,231430,559749,1344124
2004-06-29,137345,420136,216660,556074,1330215
2004-06-30,142457,425368,230840,567966,1366631
2004-07-01,137446,428835,235940,570582,1372803
2004-07-02,140628,418933,236570,553312,1349443
2004-07-03,140649,398859,255600,575856,1370964
2004-07-04,135943,385382,233750,534328,1289403
2004-07-05,138980,402542,234190,550289,1326001
2004-07-06,140372,421480,243520,562252,1367624
2004-07-07,141057,426305,253160,563980,1384502
2004-07-08,138844,405958,250350,604718,1399870
2004-07-09,143815,439358,258180,584437,1425790
2004-07-10,146017,412215,274450,566177,1398859
2004-07-11,143136,402512,246650,547281,1339579
2004-07-12,150415,417646,250090,557687,1375838
2004-07-13,144420,439899,289810,535430,1409559
2004-07-14,144354,417971,263470,528977,1354772
2004-07-15,140835,413451,234080,533856,1322222
2004-07-16,138820,402190,223390,537885,1302285
2004-07-17,140198,367640,225050,537010,1269898
2004-07-18,137642,301229,208270,572562,1219703
2004-07-19,145495,369407,223730,581552,1320184
2004-07-20,140484,402205,234140,547825,1324654
2004-07-21,142315,401784,239600,560776,1344475
2004-07-22,144495,402441,240510,556600,1344046
2004-07-23,147692,404970,248490,566308,1367460
2004-07-24,144502,351584,249500,587426,1333012
2004-07-25,135981,310363,233990,561904,1242238
2004-07-26,139627,370489,242640,560840,1313596
2004-07-27,139306,305256,228880,593253,1266695
2004-07-28,149508,370732,255540,533062,1308842
2004-07-29,150647,405669,241880,534614,1332810
2004-07-30,147854,379274,241640,540422,1309190
2004-07-31,145129,332648,232040,532305,1242122
2004-08-01,143044,339599,233140,499003,1214786
2004-08-02,147704,368758,244070,531564,1292096
2004-08-03,147151,391461,240620,507163,1286395
2004-08-04,146149,379929,230280,530616,1286974
2004-08-05,146768,384056,228450,506313,1265587
2004-08-06,142424,335951,236170,534021,1248566
2004-08-07,143507,324433,244970,509444,1222354
2004-08-08,140092,309313,235570,475225,1160200
2004-08-09,143832,299905,235880,544719,1224336
2004-08-10,142545,347314,226950,507893,1224702
2004-08-11,144268,326487,232590,512233,1215578
2004-08-12,145047,279770,236460,552729,1214006
2004-08-13,139850,305654,233990,500905,1180399
2004-08-14,140550,293609,230590,477937,1142686
2004-08-15,131835,263284,211700,460209,1067028
2004-08-16,138513,283664,227670,518450,1168297
2004-08-17,137149,312304,232700,491929,1174082
2004-08-18,133176,359632,234170,492512,1219490
2004-08-19,136929,360901,229230,489731,1216791
2004-08-20,137096,339551,235970,516302,1228919
2004-08-21,139349,319815,226420,519252,1204836
2004-08-22,135102,339323,231460,504256,1210141
2004-08-23,135308,356262,238090,521581,1251241
2004-08-24,138087,332310,227250,542105,1239752
2004-08-25,137765,334371,235000,554090,1261226
2004-08-26,140012,384760,232850,507560,1265182
2004-08-27,132642,382351,239490,522292,1276775
2004-08-28,139289,369580,246300,525695,1280864
2004-08-29,134613,366862,232680,499979,1234134
2004-08-30,136751,390020,258380,547763,1332914
2004-08-31,137004,401857,248280,532233,1319374
2004-09-01,137815,408689,254430,522751,1323685
2004-09-02,137324,390181,251570,544517,1323592
2004-09-03,136073,401686,257940,535885,1331584
2004-09-04,138636,387745,257380,524010,1307771
2004-09-05,132729,374564,252020,494794,1254107
2004-09-06,128147,403783,256770,520095,1308795
2004-09-07,133301,386728,262830,535317,1318176
2004-09-08,132389,406180,258970,521298,1318837
2004-09-09,132784,401161,242720,525066,1301731
2004-09-10,128121,359938,269320,534776,1292155
2004-09-11,132746,379325,280910,519014,1311995
2004-09-12,130763,361925,249340,514257,1256285
2004-09-13,132735,382999,247660,526635,1290029
2004-09-14,130673,401709,239410,511344,1283136
2004-09-15,132746,411942,235970,526764,1307422
2004-09-16,134607,385395,231840,549670,1301512
2004-09-17,131143,398801,232640,522575,1285159
2004-09-18,129106,394149,226340,528221,1277816
2004-09-19,130671,373187,227850,512836,1244544
2004-09-20,133616,375196,229580,555153,1293545
2004-09-21,130263,322880,221240,573762,1248145
2004-09-22,129746,367443,228510,563014,1288713
2004-09-23,128284,386281,222580,532393,1269538
2004-09-24,129310,388740,218570,525426,1262046
2004-09-25,129595,388424,216720,534903,1269642
2004-09-26,122537,365210,206000,503442,1197189
2004-09-27,125953,381175,226000,532772,1265900
2004-09-28,128352,388090,254070,530803,1301315
2004-09-29,125323,403093,244930,527212,1300558
2004-09-30,125020,391965,253710,528875,1299570
2004-10-01,127950,345193,185450,542103,1200696
2004-10-02,129229,364662,197130,560308,1251329
2004-10-03,126209,361697,189080,508447,1185433
2004-10-04,122381,367879,174780,530334,1195374
2004-10-05,116711,342729,178830,563430,1201700
2004-10-06,122561,355967,167500,521057,1167085
2004-10-07,129942,343755,169920,525216,1168833
2004-10-08,126267,348105,176400,542288,1193060
2004-10-09,128625,382164,182720,532672,1226181
2004-10-10,125686,355772,177540,503630,1162628
2004-10-11,122436,327370,181440,557328,1188574
2004-10-12,118939,370234,168790,506420,1164383
2004-10-13,113227,315933,146880,516324,1092364
2004-10-14,114787,268086,132590,523542,1039005
2004-10-15,108561,285144,135510,520722,1049937
2004-10-16,114158,352552,151360,502524,1120594
2004-10-17,106713,353090,137930,481714,1079447
2004-10-18,110311,374971,138190,493542,1117014
2004-10-19,117992,372365,145350,488537,1124244
2004-10-20,115939,376051,151350,489799,1133139
2004-10-21,120347,364618,148650,490959,1124574
2004-10-22,116202,379535,143130,497397,1136264
2004-10-23,122370,376269,180420,504798,1183857
2004-10-24,119996,358520,154280,480316,1113112
2004-10-25,118583,370669,161170,489084,1139506
2004-10-26,113733,336691,147640,494670,1092734
2004-10-27,114969,352048,153590,494237,1114844
2004-10-28,108114,320135,128830,463285,1020364
2004-10-29,115337,340593,140090,460942,1056962
2004-10-30,113002,352262,146380,484209,1095853
2004-10-31,114632,319524,139530,494831,1068517
2004-11-01,111960,325629,133050,502312,1072951
2004-11-02,116481,330929,136260,503031,1086701
2004-11-03,116550,333780,133710,509768,1093808
2004-11-04,113075,358976,125910,468310,1066271
2004-11-05,109305,342872,144000,486947,1083124
2004-11-06,119536,343493,123120,507593,1093742
2004-11-07,116948,331606,148760,490312,1087626
2004-11-08,112602,317845,129760,481605,1041812
2004-11-09,108728,328661,117360,510637,1065386
2004-11-10,107221,344465,103680,471419,1026785
2004-11-11,110631,348533,124540,457607,1041311
2004-11-12,113218,361464,117870,464219,1056771
2004-11-13,114748,380191,120010,480044,1094993
2004-11-14,108575,343099,119160,432960,1003794
2004-11-15,118473,376892,134490,478446,1108301
2004-11-16,118489,387924,128910,438957,1074280
2004-11-17,116341,388129,126510,432977,1063957
2004-11-18,119174,381716,130480,441619,1072989
2004-11-19,117831,400236,126440,450374,1094881
2004-11-20,111535,331553,121240,468507,1032835
2004-11-21,110995,348581,115650,424254,999480
2004-11-22,113435,369533,112190,424583,1019741
2004-11-23,112663,381262,114760,430972,1039657
2004-11-24,115207,379145,118880,425285,1038517
2004-11-25,111198,362035,114360,416069,1003662
2004-11-26,111203,362513,117700,435119,1026535
2004-11-27,115611,388471,129690,457737,1091509
2004-11-28,109929,363768,127160,432211,1033068
2004-11-29,116129,371722,112360,451810,1052021
2004-11-30,114538,346694,107460,468364,1037056
2004-12-01,114586,378796,102150,438224,1033756
2004-12-02,113700,368090,98020,451378,1031188
2004-12-03,115591,382825,112870,440239,1051525
2004-12-04,116021,390178,113020,464599,1083818
2004-12-05,110670,361577,103550,419941,995738
2004-12-06,112210,365901,98010,430556,1006677
2004-12-07,111259,357422,101220,449470,1019371
2004-12-08,112894,339560,98320,458007,1008781
2004-12-09,109401,382289,97800,426458,1015948
2004-12-10,114164,371788,105110,430114,1021176
2004-12-11,116467,375572,113960,456504,1062503
2004-12-12,112726,363452,104650,440055,1020883
2004-12-13,114407,380844,93750,442419,1031420
2004-12-14,110700,376187,86390,436213,1009490
2004-12-15,112032,379278,94260,426897,1012467
2004-12-16,112344,369192,89960,462273,1033769
2004-12-17,113835,355834,88710,462391,1020770
2004-12-18,107246,357124,85180,444830,994380
2004-12-19,107289,337560,86850,463019,994718
2004-12-20,113575,359736,83040,467231,1023582
2004-12-21,108593,341375,80550,458101,988619
2004-12-22,104160,365900,90320,435696,996076
2004-12-23,109959,357357,87650,451261,1006227
2004-12-24,109543,374880,87780,453860,1026063
2004-12-25,100553,334439,94890,397053,926935
2004-12-26,97435,291736,94260,426273,909704
2004-12-27,97435,343503,98800,422679,962417
2004-12-28,105914,353992,94120,413681,967707
2004-12-29,99390,349772,94900,403868,947930
2004-12-30,104142,343085,87640,433561,968428
2004-12-31,103512,376473,88560,453771,1022316
2005-01-01,97807,337959,79690,386183,901639
2005-01-02,98012,326558,82040,416261,922871
2005-01-03,104364,350063,83530,443332,981289
2005-01-04,99988,363224,81600,409750,954562
2005-01-05,105054,364530,86470,431142,987196
2005-01-06,104971,329074,82240,423056,939341
2005-01-07,99498,352232,77040,412011,940781
2005-01-08,103915,347070,83200,448529,982714
2005-01-09,105580,349282,83320,432113,970295
2005-01-10,107842,373730,86410,436700,1004682
2005-01-11,105737,370485,84860,452599,1013681
2005-01-12,104788,343394,85860,485378,1019420
2005-01-13,110798,343684,84980,441203,980665
2005-01-14,103852,359580,82230,437313,982975
2005-01-15,99424,375063,82430,447657,1004574
2005-01-16,99828,314455,83890,416068,914241
2005-01-17,102805,342164,97000,405404,947373
2005-01-18,105410,354983,90790,438985,990168
2005-01-19,107955,310428,88220,460566,967169
2005-01-20,104203,360344,88400,410453,963400
2005-01-21,102340,365943,95700,445060,1009043
2005-01-22,105510,381637,86860,449302,1023309
2005-01-23,102258,355663,79730,429831,967482
2005-01-24,105218,310152,84650,470670,970690
2005-01-25,104738,312178,85470,484821,987207
2005-01-26,105558,339886,80420,471429,997293
2005-01-27,104771,373592,88320,434600,1001283
2005-01-28,105424,357495,83500,462756,1009175
2005-01-29,106418,366914,89370,450539,1013241
2005-01-30,102294,326828,79850,447378,956350
2005-01-31,101680,321376,79490,432784,935330
2005-02-01,105839,349299,82200,452468,989806
2005-02-02,104719,329529,83700,455871,973819
2005-02-03,103898,356955,88170,404252,953275
2005-02-04,103445,333236,100500,446388,983569
2005-02-05,104465,303910,88580,478895,975850
2005-02-06,104226,350716,84160,427349,966451
2005-02-07,107957,352097,84190,436387,980631
2005-02-08,103758,348851,93210,421889,967708
2005-02-09,106887,338403,90610,466999,1002899
2005-02-10,104032,350064,87470,448708,990274
2005-02-11,105214,351774,95730,441540,994258
2005-02-12,111536,380246,95010,478434,1065226
2005-02-13,114898,376459,87380,436316,1015053
2005-02-14,108066,375972,83230,455671,1022939
2005-02-15,101562,384278,93410,435979,1015229
2005-02-16,105319,387778,89200,448037,1030334
2005-02-17,104679,369265,88750,455004,1017698
2005-02-18,104052,358785,89630,473688,1026155
2005-02-19,106486,382317,104230,459946,1052979
2005-02-20,102253,360943,94970,435866,994032
2005-02-21,100613,353113,95260,445415,994401
2005-02-22,100114,313084,110720,490922,1014840
2005-02-23,104685,335079,101490,463679,1004933
2005-02-24,104580,382170,95300,437108,1019158
2005-02-25,102549,395688,99500,442366,1040103
2005-02-26,98532,352249,99360,449752,999893
2005-02-27,97769,349713,92380,444478,984340
2005-02-28,96486,359683,93810,441096,991075
2005-03-01,95934,382095,93210,403502,974741
2005-03-02,97320,345895,93570,449125,985910
2005-03-03,102989,381106,96030,436145,1016270
2005-03-04,101589,392433,96590,433714,1024326
2005-03-05,96367,382370,93550,428124,1000411
2005-03-06,95324,365065,95350,444641,1000380
2005-03-07,101133,358618,94740,459207,1013698
2005-03-08,100277,381949,93880,434075,1010181
2005-03-09,98425,356820,90090,444329,989664
2005-03-10,98375,374714,91330,432029,996448
2005-03-11,99265,374045,89900,424300,987510
2005-03-12,105585,356566,99320,450043,1011514
2005-03-13,102018,331655,92730,393747,920150
2005-03-14,101725,311288,99210,424778,937001
2005-03-15,100872,392599,105780,441630,1040881
2005-03-16,101719,351944,109210,484860,1047733
2005-03-17,103041,313278,94620,527694,1038633
2005-03-18,103730,373156,95480,492513,1064879
2005-03-19,105703,406942,108770,490556,1111971
2005-03-20,101453,345643,114870,477669,1039635
2005-03-21,102828,310925,105560,498268,1017581
2005-03-22,102899,336270,101280,479312,1019761
2005-03-23,104693,336169,102590,504295,1047747
2005-03-24,107252,380669,112910,493074,1093905
2005-03-25,99625,370225,109920,434237,1014007
2005-03-26,102820,384002,118610,440998,1046430
2005-03-27,106400,372438,105770,445549,1030157
2005-03-28,104154,326009,135800,534327,1100290
2005-03-29,68056,347966,115350,564519,1095891
2005-03-30,67177,384570,126590,531339,1109676
2005-03-31,94153,364272,99450,408584,966459
2005-04-01,99007,335849,101926,446841,983623
2005-04-02,102193,355285,106610,500497,1064585
2005-04-03,100006,341515,109520,476632,1027673
2005-04-04,106135,377501,111770,472326,1067732
2005-04-05,106383,344687,121970,481136,1054176
2005-04-06,104584,371175,102330,446263,1024352
2005-04-07,107556,384631,111780,471717,1075684
2005-04-08,110142,385483,116400,493548,1105573
2005-04-09,114563,410740,105880,527641,1158824
2005-04-10,112458,344627,149770,517613,1124468
2005-04-11,110032,395837,126660,501565,1134094
2005-04-12,109050,380482,127440,522085,1139057
2005-04-13,109104,402499,123040,484919,1119562
2005-04-14,105560,392161,121820,494487,1114028
2005-04-15,110833,377732,133930,512699,1135194
2005-04-16,111954,400378,144950,511930,1169212
2005-04-17,111571,384217,134770,467509,1098067
2005-04-18,115740,358650,128250,518716,1121356
2005-04-19,115175,382476,129850,492947,1120448
2005-04-20,114234,386232,136670,521412,1158548
2005-04-21,116373,376962,131990,509824,1135149
2005-04-22,115326,393085,124080,499810,1132301
2005-04-23,117136,388302,147330,513652,1166420
2005-04-24,115481,367824,140650,492173,1116128
2005-04-25,115845,371177,137820,503409,1128251
2005-04-26,114949,351985,128730,499982,1095646
2005-04-27,118198,366470,142420,519615,1146703
2005-04-28,119625,370105,151590,492743,1134063
2005-04-29,82957,293019,126450,426567,928993
2005-04-30,77553,277404,153510,531525,1039992
2005-05-01,67337,256224,114810,390616,828987
2005-05-02,73467,283946,144750,473493,975656
2005-05-03,117940,321840,161570,532284,1133634
2005-05-04,126583,390576,148130,510958,1176247
2005-05-05,125717,371397,152300,514052,1163466
2005-05-06,120662,354875,148700,501154,1125391
2005-05-07,119443,369251,162660,519452,1170806
2005-05-08,120519,378247,162300,500230,1161296
2005-05-09,124104,407311,157000,520992,1209407
2005-05-10,123095,388464,158830,517414,1187803
2005-05-11,126101,401462,161580,541519,1230662
2005-05-12,124839,346124,157280,518307,1146550
2005-05-13,123883,340112,161320,539085,1164400
2005-05-14,128781,354438,178220,539749,1201188
2005-05-15,122600,315398,164950,510679,1113627
2005-05-16,131322,348615,170660,553853,1204450
2005-05-17,128527,393978,168430,544456,1235391
2005-05-18,129476,402600,174640,548256,1254972
2005-05-19,127042,383474,162780,538558,1211854
2005-05-20,129958,400327,174260,550310,1254855
2005-05-21,124013,358815,151720,548287,1182835
2005-05-22,124339,292027,166460,570921,1153747
2005-05-23,130862,399750,168810,540221,1239643
2005-05-24,129120,408740,170500,540644,1249004
2005-05-25,118230,381446,150180,502542,1152398
2005-05-26,112954,379982,140150,465450,1098536
2005-05-27,112724,368749,154860,488129,1124462
2005-05-28,108705,364872,146010,485954,1105541
2005-05-29,108780,354569,134600,452929,1050878
2005-05-30,113858,365490,142920,480719,1102987
2005-05-31,113925,357563,131110,484850,1087448
2005-06-01,118442,367888,139080,488665,1114075
2005-06-02,83730,360491,144490,524656,1113367
2005-06-03,70816,367534,145160,521198,1104708
2005-06-04,76793,394380,176115,550444,1197732
2005-06-05,103503,368595,177310,509209,1158617
2005-06-06,125994,385441,186610,515005,1213050
2005-06-07,128132,394484,192830,527066,1242512
2005-06-08,122841,398045,176552,519902,1217340
2005-06-09,123306,398730,173240,519897,1215173
2005-06-10,121955,377631,181450,503615,1184651
2005-06-11,124120,373511,191880,529012,1218523
2005-06-12,125489,365557,180360,505989,1177395
2005-06-13,132919,388068,169110,531835,1221932
2005-06-14,129060,389158,175960,535094,1229272
2005-06-15,133518,391655,192420,542892,1260485
2005-06-16,135255,392618,191160,539078,1258111
2005-06-17,135791,387681,198800,551252,1273524
2005-06-18,135502,374782,209440,538062,1257786
2005-06-19,130098,342973,195930,492651,1161652
2005-06-20,133368,362279,192750,512582,1200979
2005-06-21,139469,387027,183850,531820,1242166
2005-06-22,138990,394412,195720,542957,1272079
2005-06-23,136484,397112,201100,539912,1274608
2005-06-24,134692,394321,198860,545662,1273535
2005-06-25,136209,387983,201670,535080,1260942
2005-06-26,134129,372380,198260,516932,1221701
2005-06-27,140310,405737,207270,548506,1301823
2005-06-28,139498,411796,209410,545175,1305879
2005-06-29,139372,405565,206880,545222,1297039
2005-06-30,143455,402949,221080,558125,1325609
2005-07-01,143980,404515,230530,561363,1340388
2005-07-02,141447,391908,237390,548958,1319703
2005-07-03,127708,349531,175220,476250,1128709
2005-07-04,129388,321813,164730,510126,1126057
2005-07-05,134693,370853,172500,497782,1175828
2005-07-06,135843,382698,188020,526223,1232784
2005-07-07,140147,379023,195610,539653,1254433
2005-07-08,140406,369427,210290,558429,1278552
2005-07-09,137947,369331,219140,528193,1254611
2005-07-10,133949,355217,212240,498795,1200201
2005-07-11,140986,385941,216330,549125,1292382
2005-07-12,142958,388426,209970,545824,1287178
2005-07-13,143594,388634,215690,537211,1285129
2005-07-14,136404,346712,180840,512868,1176824
2005-07-15,136879,358819,187300,488351,1171349
2005-07-16,137642,357564,197110,499958,1192274
2005-07-17,136706,343066,202180,486267,1168219
2005-07-18,138375,384200,214790,530610,1267975
2005-07-19,143170,369013,220680,538543,1271406
2005-07-20,143443,381654,222530,541714,1289341
2005-07-21,140911,384258,213230,533513,1271912
2005-07-22,137693,380031,215050,531941,1264715
2005-07-23,138204,361589,220960,521439,1242192
2005-07-24,134241,347878,209420,498782,1190321
