date,Aspropirgos,Galatsi,Kiourka,Menidi,Total
2017-02-27,122291,296720,75548,453060,947619
2017-02-28,128183,314350,76186,480624,999343
2017-03-01,127884,318406,78121,494431,1018842
2017-03-02,126985,316090,75254,499880,1018209
2017-03-03,127358,319527,78599,492021,1017505
2017-03-04,129058,322693,82270,513322,1047343
2017-03-05,129170,303327,82294,497509,1012300
2017-03-06,128458,315960,77021,496084,1017523
2017-03-07,125583,308528,77150,490892,1002153
2017-03-08,128028,300747,73049,473056,974880
2017-03-09,120364,301655,68845,462965,953829
2017-03-10,123753,306289,72902,470790,973734
2017-03-11,122476,304829,73077,459876,960258
2017-03-12,127064,312349,70752,471159,981324
2017-03-13,128934,315473,75881,486623,1006911
2017-03-14,128384,315911,73533,470984,988812
2017-03-15,127351,310892,74730,473232,986205
2017-03-16,125026,326584,74414,469216,995240
2017-03-17,125892,329317,73910,476507,1005626
2017-03-18,128182,338014,80331,491688,1038215
2017-03-19,125016,325759,76519,472723,1000017
2017-03-20,126486,332436,83804,495239,1037965
2017-03-21,128871,258342,79706,492439,959358
2017-03-22,131584,302004,86868,481138,1001594
2017-03-23,131297,335395,83640,497598,1047930
2017-03-24,130932,331951,85959,508030,1056872
2017-03-25,130224,346499,85757,512222,1074702
2017-03-26,124182,314663,83537,495894,1018276
2017-03-27,129602,311605,69226,481926,992359
2017-03-28,130473,328303,84325,490267,1033368
2017-03-29,131600,324900,80126,500836,1037462
2017-03-30,130045,343225,79199,490268,1042737
2017-03-31,130732,321245,79873,491321,1023171
2017-04-01,132589,332070,88064,517292,1070015
2017-04-02,134063,333919,89251,525724,1082957
2017-04-03,133636,339757,81489,508536,1063418
2017-04-04,134157,331842,82262,503766,1052027
2017-04-05,129114,336860,80868,492555,1039397
2017-04-06,131324,307497,80465,514803,1034089
2017-04-07,131404,346079,81944,503190,1062617
2017-04-08,133684,333212,91267,521010,1079173
2017-04-09,131590,344600,86646,514375,1077211
2017-04-10,131637,319443,84364,511758,1047202
2017-04-11,133774,323241,82575,518168,1057758
2017-04-12,133435,327481,77283,508990,1047189
2017-04-13,132946,336170,96699,505613,1071428
2017-04-14,125948,315484,90340,440114,971886
2017-04-15,131560,285846,97843,483701,998950
2017-04-16,125594,218135,86422,410454,840605
2017-04-17,126135,262159,88980,429696,906970
2017-04-18,129333,305929,80577,470768,986607
2017-04-19,129405,324915,83009,494780,1032109
2017-04-20,129460,331565,83805,490757,1035587
2017-04-21,127850,324443,81344,497665,1031302
2017-04-22,128331,311242,89357,493758,1022688
2017-04-23,128642,342694,89829,500523,1061688
2017-04-24,134609,321405,91551,526058,1073623
2017-04-25,133709,335256,93213,522102,1084280
2017-04-26,135072,336991,96061,531603,1099727
2017-04-27,133607,339591,98976,527512,1099686
2017-04-28,135444,344788,99296,531858,1111386
2017-04-29,136981,328426,106517,533206,1105130
2017-04-30,134749,330705,98556,501381,1065391
2017-05-01,134499,314827,109323,510394,1069043
2017-05-02,140190,324811,91290,550835,1107126
2017-05-03,139287,367099,108453,560228,1175067
2017-05-04,143617,316361,98238,563936,1122152
2017-05-05,143233,334265,101880,565770,1145148
2017-05-06,144440,343891,112624,585005,1185960
2017-05-07,140397,338872,105810,562940,1148019
2017-05-08,143316,327270,101992,580042,1152620
2017-05-09,141233,342105,110132,565251,1158721
2017-05-10,142651,328307,105180,570008,1146146
2017-05-11,143127,337308,107307,569084,1156826
2017-05-12,140183,343081,108391,555599,1147254
2017-05-13,143612,328110,121161,588770,1181653
2017-05-14,142965,346673,120392,563560,1173590
2017-05-15,143490,339765,111881,566911,1162047
2017-05-16,140801,340811,102267,542879,1126758
2017-05-17,129835,329352,84981,507831,1051999
2017-05-18,128268,299819,78962,495305,1002354
2017-05-19,135763,286912,82562,523675,1028912
2017-05-20,138293,381459,102990,544631,1167373
2017-05-21,134445,317623,90192,518975,1061235
2017-05-22,132591,319244,88484,517858,1058177
2017-05-23,136886,320371,86892,540387,1084536
2017-05-24,135955,327192,95031,520070,1078248
2017-05-25,135361,338615,89195,534839,1098010
2017-05-26,131550,323374,88350,516432,1059706
2017-05-27,130518,327906,86667,511838,1056929
2017-05-28,122883,313876,82729,473474,992962
2017-05-29,126595,304287,79414,499742,1010038
2017-05-30,130248,322058,93886,508737,1054929
2017-05-31,133829,332636,100601,529784,1096850
2017-06-01,134918,345416,105757,556744,1142835
2017-06-02,138116,339475,121046,556886,1155523
2017-06-03,137304,327287,125774,551722,1142087
2017-06-04,131467,310731,111468,516571,1070237
2017-06-05,133389,314502,106778,532439,1087108
2017-06-06,136888,333457,99017,561062,1130424
2017-06-07,139454,336083,96564,558862,1130963
2017-06-08,133407,327322,97087,527273,1085089
2017-06-09,137655,320130,106580,553818,1118183
2017-06-10,138898,346452,115041,570529,1170920
2017-06-11,128443,323303,94002,516867,1062615
2017-06-12,131823,310383,93822,540599,1076627
2017-06-13,136156,332222,99426,559858,1127662
2017-06-14,142608,345963,122960,579402,1190933
2017-06-15,139331,341737,130766,567896,1179730
2017-06-16,138039,338578,110859,548289,1135765
2017-06-17,132650,326135,105296,531599,1095680
2017-06-18,124639,325843,90703,478093,1019278
2017-06-19,130053,286986,79077,515306,1011422
2017-06-20,131072,351303,96340,523250,1101965
2017-06-21,135025,317482,105992,548778,1107277
2017-06-22,135777,338134,114528,558772,1147211
2017-06-23,136982,331273,134084,560778,1163117
2017-06-24,141536,346225,150148,571458,1209367
2017-06-25,143426,329921,146164,557619,1177130
2017-06-26,145677,329322,145635,579102,1199736
2017-06-27,146019,359534,146907,575215,1227675
2017-06-28,148729,334894,136724,588467,1208814
2017-06-29,150431,359558,145997,599471,1255457
2017-06-30,153487,342305,160066,612559,1268417
2017-07-01,152937,351335,179966,596652,1280890
2017-07-02,150930,330061,169566,598626,1249183
2017-07-03,154135,358456,159002,602966,1274559
2017-07-04,151826,337596,146987,581574,1217983
2017-07-05,149860,341066,117676,588963,1197565
2017-07-06,151136,354006,149263,584436,1238841
2017-07-07,153277,325379,162694,564003,1205353
2017-07-08,153005,360117,168455,582087,1263664
2017-07-09,148892,325208,167166,571430,1212696
2017-07-10,153390,324088,157410,609961,1244849
2017-07-11,164352,346868,159506,601289,1272015
2017-07-12,158926,352826,174739,578735,1265226
2017-07-13,159732,341320,165376,601490,1267918
2017-07-14,155520,346119,164362,590963,1256964
2017-07-15,152064,322983,163428,579493,1217968
2017-07-16,145367,338647,145224,529347,1158585
2017-07-17,138743,305082,122869,525771,1092465
2017-07-18,142833,287715,119788,534638,1084974
2017-07-19,148530,344826,135837,555111,1184304
2017-07-20,152720,321053,133817,574775,1182365
2017-07-21,154760,322651,147635,570174,1195220
2017-07-22,147260,341810,159191,558826,1207087
2017-07-23,146330,313489,147087,556219,1163125
2017-07-24,151060,311404,153728,581627,1197819
2017-07-25,150830,352019,145459,581219,1229527
2017-07-26,150110,325704,142090,596538,1214442
2017-07-27,147760,327092,131967,559494,1166313
2017-07-28,152220,318256,128427,560721,1159624
2017-07-29,152220,309911,145373,547965,1155469
2017-07-30,148830,357230,145112,549675,1200847
2017-07-31,151480,275229,149639,545675,1122023
2017-08-01,149720,346310,139407,555763,1191200
2017-08-02,150110,311881,148300,547390,1157681
2017-08-03,148840,328181,150137,549685,1176843
2017-08-04,149360,319253,153529,555769,1177911
2017-08-05,150410,324376,161889,537356,1174031
2017-08-06,148870,319105,155421,528901,1152297
2017-08-07,152370,309448,159558,550006,1171382
2017-08-08,150970,319536,155296,551013,1176815
2017-08-09,150310,326516,154779,546604,1178209
2017-08-10,147680,305542,150147,527950,1131319
2017-08-11,152660,313283,151679,538657,1156279
2017-08-12,149500,327213,153764,520969,1151446
2017-08-13,144320,282811,145817,487219,1060167
2017-08-14,146360,287829,161462,497929,1093580
2017-08-15,139260,296483,153104,452197,1041044
2017-08-16,142920,279015,153555,496030,1071520
2017-08-17,143580,313081,150781,497497,1104939
2017-08-18,144700,303333,152764,513038,1113835
2017-08-19,145370,308806,152143,504739,1111058
2017-08-20,143390,289701,153416,515787,1102294
2017-08-21,146050,317606,143241,519463,1126360
2017-08-22,141420,319235,136591,509983,1107229
2017-08-23,142020,303142,138828,515886,1099876
2017-08-24,142720,309907,138907,512023,1103557
2017-08-25,145140,328900,142060,537431,1153531
2017-08-26,144070,315095,144068,539604,1142837
2017-08-27,140770,319246,145327,533148,1138491
2017-08-28,144360,316706,140680,571841,1173587
2017-08-29,145350,351825,143136,567726,1208037
2017-08-30,141520,320847,128474,541958,1132799
2017-08-31,143420,327070,140243,560055,1170788
2017-09-01,143310,344488,135204,580164,1203166
2017-09-02,143980,333616,146878,578957,1203431
2017-09-03,148610,327940,140275,577367,1194192
2017-09-04,150700,335895,141023,584232,1211850
2017-09-05,144600,340579,130640,573227,1189046
2017-09-06,141530,340106,130337,573622,1185595
2017-09-07,142210,330962,131807,580578,1185557
2017-09-08,143770,333157,130061,590117,1197105
2017-09-09,142180,338184,142120,583374,1205858
2017-09-10,139440,338645,143674,584836,1206595
2017-09-11,142470,332254,135234,578313,1188271
2017-09-12,142270,337494,132304,577849,1189917
2017-09-13,142810,340017,137103,591290,1211220
2017-09-14,145050,340447,137480,582004,1204981
2017-09-15,145370,329798,142877,580433,1198478
2017-09-16,148970,348222,151957,582338,1231487
2017-09-17,147100,338629,148659,572962,1207350
2017-09-18,152500,329985,139360,577989,1199834
2017-09-19,150630,337404,137766,571543,1197343
2017-09-20,150350,348981,139433,582688,1221452
2017-09-21,145770,337320,135170,570056,1188316
2017-09-22,148310,317214,136586,567419,1169529
2017-09-23,147070,354122,135603,571497,1208292
2017-09-24,141930,329288,138360,548843,1158421
2017-09-25,143490,327942,121194,553503,1146129
2017-09-26,141330,322073,122774,525627,1111804
2017-09-27,141550,330027,123927,510603,1106107
2017-09-28,139960,326931,114741,515405,1097037
2017-09-29,139190,315334,99611,518107,1072242
2017-09-30,136750,308116,102556,535900,1083322
2017-10-01,136980,348859,97095,518835,1101769
2017-10-02,140450,320824,98108,548078,1107460
2017-10-03,138560,311059,101761,547407,1098787
2017-10-04,140690,328476,99519,551973,1120658
2017-10-05,141300,339994,99796,549095,1130185
2017-10-06,142450,342427,100039,551851,1136767
2017-10-07,141050,318714,104140,552240,1116144
2017-10-08,138100,342844,101587,521683,1104214
2017-10-09,140270,329133,98510,535583,1103496
2017-10-10,138040,316799,98844,552274,1105957
2017-10-11,139050,339954,98902,541715,1119621
2017-10-12,140020,332682,98453,535020,1106175
2017-10-13,139950,337388,112196,544671,1134205
2017-10-14,142690,343183,108945,550842,1145660
2017-10-15,140590,330342,109208,533644,1113784
2017-10-16,142610,329538,104201,549106,1125455
2017-10-17,139650,333885,107017,541020,1121572
2017-10-18,141640,325926,103019,545603,1116188
2017-10-19,140380,334975,107448,540391,1123194
2017-10-20,139790,339550,111865,529317,1120522
2017-10-21,137940,333895,115428,548595,1135858
2017-10-22,137590,335097,102161,534864,1109712
2017-10-23,136490,320912,93577,517117,1068096
2017-10-24,133290,329131,96162,509368,1067951
2017-10-25,131920,313322,81874,494179,1021295
2017-10-26,134260,308788,81581,508934,1033563
2017-10-27,137750,337336,88509,507378,1070973
2017-10-28,134840,325336,86960,502588,1049724
2017-10-29,138580,304323,89159,506467,1038529
2017-10-30,134360,313272,83046,505748,1036426
2017-10-31,130930,336954,85359,496297,1049540
2017-11-01,131300,317207,92631,508454,1049592
2017-11-02,132480,319619,72301,510270,1034670
2017-11-03,131460,327550,85536,512585,1057131
2017-11-04,130860,323587,80059,496665,1031171
2017-11-05,131030,320534,83123,500828,1035515
2017-11-06,134190,322921,91795,507073,1055979
2017-11-07,130760,325577,82581,499187,1038105
2017-11-08,127450,310013,81794,477295,996552
2017-11-09,129410,326473,85844,494564,1036291
2017-11-10,131330,302873,80319,506513,1021035
2017-11-11,133630,328135,80307,500515,1042587
2017-11-12,128330,333207,81875,494262,1037674
2017-11-13,126680,303310,76304,473721,980015
2017-11-14,127540,298082,79290,487246,992158
2017-11-15,138050,323875,76272,479479,1017676
2017-11-16,133650,310316,74339,463412,981717
2017-11-17,131550,280107,77486,458078,947221
2017-11-18,134080,297728,78730,486410,996948
2017-11-19,133110,302164,76820,461888,973982
2017-11-20,134260,322429,73548,466522,996759
2017-11-21,132400,307217,74628,472578,986823
2017-11-22,130960,309555,76154,472782,989451
2017-11-23,130630,327556,76025,468302,1002513
2017-11-24,131890,291709,76365,465946,965910
2017-11-25,128360,319211,75064,471138,993773
2017-11-26,123040,303996,75064,462868,964968
2017-11-27,120950,310859,70516,450088,952413
2017-11-28,121030,302819,71853,447508,943210
2017-11-29,122170,281978,72108,461434,937690
2017-11-30,122300,303086,73208,452968,951562
2017-12-01,120400,315082,69398,462498,967378
2017-12-02,120930,295371,75993,470222,962516
2017-12-03,121370,266345,76621,474358,938694
2017-12-04,121420,315540,73595,460918,971473
2017-12-05,119980,300406,72628,453090,946104
2017-12-06,119340,286608,71185,444844,921977
2017-12-07,123370,288157,74057,458588,944172
2017-12-08,124775,301474,76468,465858,968575
2017-12-09,123470,314918,76644,474953,989985
2017-12-10,120680,308981,77181,460588,967430
2017-12-11,120840,298401,75490,471910,966641
2017-12-12,120050,300081,76722,459080,955933
2017-12-13,122110,305947,77137,458116,963310
2017-12-14,123590,301119,75615,469404,969728
2017-12-15,122680,333609,73912,468970,999171
2017-12-16,122380,298830,75131,468598,964939
2017-12-17,121210,331068,74830,460424,987532
2017-12-18,120320,315432,72028,462002,969782
2017-12-19,121010,300098,72128,449559,942795
2017-12-20,121770,297184,71164,447994,938112
2017-12-21,121020,305488,69257,445188,940953
2017-12-22,122030,307767,69435,428788,928020
2017-12-23,121220,304450,71801,449092,946563
2017-12-24,126400,314960,73117,450043,964520
2017-12-25,116060,331462,73284,420532,941338
2017-12-26,117870,280254,74290,429368,901782
2017-12-27,122040,309091,74981,455082,961194
2017-12-28,122400,316302,72536,434734,945972
2017-12-29,120040,314752,72479,448338,955609
2017-12-30,121590,326199,73950,453671,975410
2017-12-31,123000,313177,72722,483084,991983
2018-01-01,117240,352458,72164,408843,950705
2018-01-02,119190,280720,72955,439736,912601
2018-01-03,120070,312915,69808,435130,937923
2018-01-04,119800,308513,69409,418624,916346
2018-01-05,125230,317940,72275,457246,972691
2018-01-06,122470,324101,72639,439376,958586
2018-01-07,119660,312535,73044,441922,947161
2018-01-08,121710,302940,71913,462628,959191
2018-01-09,122170,316541,71297,453010,963018
2018-01-10,122830,317049,72216,454694,966789
2018-01-11,122430,320931,70800,453854,968015
2018-01-12,122600,305429,71399,449742,949170
2018-01-13,119230,316591,71014,458752,965587
2018-01-14,119290,326038,70863,450718,966909
2018-01-15,119650,310496,71568,446162,947876
2018-01-16,120180,286760,71154,452124,930218
2018-01-17,121060,332735,72006,469862,995663
2018-01-18,121470,312631,68165,434318,936584
2018-01-19,123860,317274,71545,466915,979594
2018-01-20,122840,323639,72703,461718,980900
2018-01-21,119870,331683,72230,451697,975480
2018-01-22,119010,303137,67841,434883,924871
2018-01-23,121360,301717,70326,455978,949381
2018-01-24,122030,327581,67880,438488,955979
2018-01-25,123340,319354,69501,441402,953597
2018-01-26,125930,303376,71244,452864,953414
2018-01-27,126460,318380,76150,464930,985920
2018-01-28,128720,341024,76583,462412,1008739
2018-01-29,128730,321758,76263,454654,981405
2018-01-30,123050,309837,75657,445758,954302
2018-01-31,126470,313811,74952,460432,975665
2018-02-01,128390,328043,76206,455119,987758
2018-02-02,125540,309049,76216,436186,946991
2018-02-03,126310,309052,75918,452952,964232
2018-02-04,128200,343879,76495,445014,993588
2018-02-05,127060,290687,75111,457042,949900
2018-02-06,128390,290053,76043,461068,955554
2018-02-07,129040,332139,76928,457428,995535
2018-02-08,128720,292682,76687,464446,962535
2018-02-09,129110,309138,75857,463182,977287
2018-02-10,125490,320662,76242,439827,962221
2018-02-11,128400,293891,76339,454492,953122
2018-02-12,128550,306534,75040,456744,966868
2018-02-13,129570,316328,73292,451818,971008
2018-02-14,128800,304866,73057,447712,954435
2018-02-15,126390,300390,71260,431157,929197
2018-02-16,127310,285827,71523,438008,922668
2018-02-17,130730,314710,75678,451497,972615
2018-02-18,128400,309100,77267,417904,932671
2018-02-19,126810,281830,73277,418930,900847
2018-02-20,127600,283016,75629,429464,915709
2018-02-21,128750,304589,75217,451172,959728
2018-02-22,127880,311153,74933,451978,965944
2018-02-23,128750,317723,75690,451602,973765
2018-02-24,125380,300304,73881,460177,959742
2018-02-25,124650,303435,74094,437456,939635
2018-02-26,126830,301703,73914,441822,944269
2018-02-27,129230,293474,73209,454468,950381
2018-02-28,128240,317932,73012,437306,956490
2018-03-01,129020,301576,72662,452056,955314
2018-03-02,127570,293245,73742,436508,931065
2018-03-03,130480,307924,77464,480743,996611
2018-03-04,127590,319862,77030,437914,962396
2018-03-05,128480,314334,75176,457334,975324
2018-03-06,126400,291516,78030,467084,963030
2018-03-07,130290,299461,77704,472296,979751
2018-03-08,127270,333546,76677,458304,995797
2018-03-09,126440,301405,82360,464708,974913
2018-03-10,128410,295762,82493,499330,1005995
2018-03-11,128410,327376,84780,473418,1013984
2018-03-12,127010,311416,85579,474818,998823
2018-03-13,128620,295996,80816,470858,976290
2018-03-14,131340,309341,72573,492618,1005872
2018-03-15,132280,306663,76573,483143,998659
2018-03-16,128540,323025,76422,480597,1008584
2018-03-17,128570,302640,80753,489820,1001783
2018-03-18,124200,314653,78133,466084,983070
2018-03-19,128910,298991,76262,488048,992211
2018-03-20,128580,307615,76903,484798,997896
2018-03-21,126020,321908,73938,475168,997034
2018-03-22,122160,306668,74249,479522,982599
2018-03-23,124510,300791,75424,489146,989871
2018-03-24,124530,312300,79741,491302,1007873
2018-03-25,114910,315846,72277,461214,964247
2018-03-26,126380,305214,77455,492282,1001331
2018-03-27,129900,309480,78108,519846,1037334
2018-03-28,127570,318759,72629,492551,1011509
2018-03-29,129080,314067,71198,507612,1021957
2018-03-30,129060,317996,77985,506372,1031413
2018-03-31,126880,300709,79938,512473,1020000
2018-04-01,127030,336819,79979,488790,1032618
2018-04-02,130430,294569,78455,507022,1010476
2018-04-03,132050,316760,84649,494797,1028256
2018-04-04,130790,312442,90152,500612,1033996
2018-04-05,128130,308431,93885,487552,1017998
2018-04-06,123170,284100,88538,424508,920316
2018-04-07,127550,251022,81331,436942,896845
2018-04-08,123410,283626,78448,397992,883476
2018-04-09,129270,233044,85829,440468,888611
2018-04-10,131460,308302,83201,487872,1010835
2018-04-11,128260,303970,80519,485754,998503
2018-04-12,130810,311121,82587,509236,1033754
2018-04-13,130180,315987,89210,513974,1049351
2018-04-14,134590,299311,93948,543237,1071086
2018-04-15,129500,339997,83779,524235,1077511
2018-04-16,130150,306761,87907,511918,1036736
2018-04-17,131640,318340,87589,537538,1075107
2018-04-18,132700,301465,87834,536734,1058733
2018-04-19,133690,345589,90449,537053,1106781
2018-04-20,134550,311658,92867,531097,1070172
2018-04-21,133270,288623,100728,540168,1062789
2018-04-22,133950,335658,102727,535060,1107395
2018-04-23,134940,325935,92568,535748,1089191
2018-04-24,136450,312273,102457,553370,1104550
2018-04-25,136410,326318,99538,555258,1117524
2018-04-26,134970,336427,96997,566928,1135322
2018-04-27,134500,328440,109309,570678,1142927
2018-04-28,142530,319663,110484,574888,1147565
2018-04-29,138910,337792,107028,549714,1133444
2018-04-30,136060,315677,122517,537278,1111532
2018-05-01,138610,300941,107790,550394,1097735
2018-05-02,143700,326394,99954,572748,1142796
2018-05-03,143550,332605,97460,567794,1141409
2018-05-04,140570,329434,101904,574354,1146262
2018-05-05,137490,327073,101134,548207,1113904
2018-05-06,130460,328910,82216,505662,1047248
2018-05-07,130830,290432,74788,509884,1005934
2018-05-08,130500,318274,81252,506638,1036664
2018-05-09,132860,305792,83763,534068,1056483
2018-05-10,133990,329251,81823,519298,1064362
2018-05-11,133310,318294,85196,528358,1065158
2018-05-12,136250,308757,90122,561568,1096697
2018-05-13,132950,320508,92091,538728,1084277
2018-05-14,135730,345186,99372,557518,1137806
2018-05-15,136590,306769,94745,559972,1098076
2018-05-16,135080,305736,95713,553608,1090137
2018-05-17,133430,287661,90922,541848,1053861
2018-05-18,135310,289902,97240,532668,1055120
2018-05-19,141470,294752,114254,571050,1121526
2018-05-20,135270,313889,102550,546634,1098343
2018-05-21,136460,290334,95989,554804,1077587
2018-05-22,141120,320253,100554,587574,1149501
2018-05-23,142270,336486,99131,577370,1155257
2018-05-24,139070,334583,90699,550286,1114638
2018-05-25,143760,315233,93750,544764,1097507
2018-05-26,138880,315654,98096,545320,1097950
2018-05-27,138880,309221,98651,536603,1083355
2018-05-28,143000,304440,100683,548134,1096257
2018-05-29,145710,346541,104331,568089,1164671
2018-05-30,144980,321539,101487,579824,1147830
2018-05-31,148000,329331,100739,587943,1166013
2018-06-01,146580,297670,115735,584046,1144031
2018-06-02,148200,331058,132225,595474,1206957
2018-06-03,145990,332032,132675,586694,1197391
2018-06-04,155790,335175,130664,605879,1227508
2018-06-05,157720,285423,131088,611333,1185564
2018-06-06,152750,325180,134470,604470,1216870
2018-06-07,154470,365388,134240,590864,1244962
2018-06-08,152980,323015,137487,597050,1210532
2018-06-09,150980,345330,146190,593730,1236230
2018-06-10,147240,327885,139824,549932,1164881
2018-06-11,146140,318558,122535,553048,1140281
2018-06-12,149940,335333,129628,597742,1212643
2018-06-13,149950,328729,140775,600788,1220242
2018-06-14,150120,348859,141027,597034,1237040
2018-06-15,150070,333856,138762,578544,1201232
2018-06-16,139220,326339,104945,528475,1098979
2018-06-17,133410,315070,100295,494814,1043589
2018-06-18,133870,294155,96252,537425,1061702
2018-06-19,138060,316997,95245,543802,1094104
2018-06-20,139080,352882,107144,573038,1172144
2018-06-21,141800,312699,112544,573626,1140669
2018-06-22,140760,328928,119224,574230,1163142
2018-06-23,137890,341095,132105,554722,1165812
2018-06-24,130850,299880,116461,496411,1043602
2018-06-25,135300,306632,112433,523662,1078027
2018-06-26,132020,322409,97074,500002,1051505
2018-06-27,131920,296939,87008,498804,1014671
2018-06-28,134720,303632,103392,515512,1057256
2018-06-29,133960,325016,113124,522372,1094472
2018-06-30,135880,314679,126588,529304,1106451
2018-07-01,134380,315048,131770,530866,1112064
2018-07-02,140410,308496,131877,564026,1144809
2018-07-03,143200,347657,134483,570742,1196082
2018-07-04,146370,313125,133281,583776,1176552
2018-07-05,146100,330288,141007,584104,1201499
2018-07-06,145000,331617,144235,591878,1212730
2018-07-07,146010,323328,148587,580329,1198254
2018-07-08,140170,318516,133902,525270,1117858
2018-07-09,137990,285322,107195,513952,1044459
2018-07-10,139840,330674,103915,534630,1109059
2018-07-11,140590,327087,114586,543978,1126241
2018-07-12,142090,298979,122335,551638,1115042
2018-07-13,144150,328633,135084,563374,1171241
2018-07-14,144000,338541,153730,545821,1182092
2018-07-15,140880,305784,129563,537926,1114153
2018-07-16,146840,313180,143559,502800,1106379
2018-07-17,145860,337194,142721,637620,1263395
2018-07-18,145790,344176,142625,565158,1197749
2018-07-19,146680,334080,144718,566390,1191868
2018-07-20,145390,335178,141017,566156,1187741
2018-07-21,146710,315213,155793,550916,1168632
2018-07-22,146800,335059,150274,542912,1175045
2018-07-23,148430,331542,153783,541512,1175267
2018-07-24,148460,323131,157529,545406,1174526
2018-07-25,147080,333279,142343,535858,1158560
2018-07-26,139250,344185,124902,513524,1121861
2018-07-27,141920,317734,122626,526160,1108440
2018-07-28,141170,324246,127548,519999,1112963
2018-07-29,137820,340534,109597,479379,1067330
2018-07-30,140350,287456,114297,497296,1039399
2018-07-31,138080,327972,107943,515745,1089740
2018-08-01,141870,312014,113512,516299,1083695
2018-08-02,141110,339161,113283,517620,1111174
2018-08-03,140700,309653,126381,512720,1089454
2018-08-04,141890,325847,143868,495264,1106869
2018-08-05,139460,304698,144733,491685,1080576
2018-08-06,144100,318632,134462,502474,1099668
2018-08-07,144860,304594,145307,494078,1088839
2018-08-08,143810,309452,143512,513812,1110586
2018-08-09,144550,321089,141987,497888,1105514
2018-08-10,142120,304986,140662,501988,1089756
2018-08-11,142370,296010,146063,478604,1063047
2018-08-12,141360,259828,145070,461456,1007714
2018-08-13,145660,283927,142318,485354,1057259
2018-08-14,145460,284113,147105,473158,1049836
2018-08-15,138720,273736,140854,427849,981159
2018-08-16,144570,258499,143360,461118,1007547
2018-08-17,146510,289204,143123,467576,1046413
2018-08-18,145700,282086,145211,477150,1050147
2018-08-19,143190,264113,143583,497614,1048500
2018-08-20,146350,318633,143724,506456,1115163
2018-08-21,145540,266611,142145,515892,1070188
2018-08-22,148750,316780,141510,519034,1126074
2018-08-23,146980,285963,141744,526197,1100884
2018-08-24,148700,303776,142760,529600,1124836
2018-08-25,148450,309328,147815,532080,1137673
2018-08-26,147100,290473,145253,529014,1111840
2018-08-27,147210,334257,128983,536580,1147030
2018-08-28,134860,325525,114204,498510,1073099
2018-08-29,137450,283428,128359,513680,1062917
2018-08-30,142290,386524,136719,542534,1208067
2018-08-31,144280,305001,138683,551858,1139822
2018-09-01,144240,318277,148275,563679,1174471
2018-09-02,141360,338306,144045,557779,1181490
2018-09-03,146180,330980,135143,582296,1194599
2018-09-04,148120,343373,136120,586010,1213623
2018-09-05,140810,358035,137730,574530,1211105
2018-09-06,144350,327477,136667,572094,1180588
2018-09-07,143590,346635,136133,577070,1203428
2018-09-08,138640,332683,135746,539386,1146455
2018-09-09,135890,336915,122690,527958,1123453
2018-09-10,142940,330280,113936,559574,1146730
2018-09-11,140760,357060,123207,558030,1179057
2018-09-12,140240,327622,124101,550152,1142115
2018-09-13,138270,337061,119899,559280,1154510
2018-09-14,140610,338535,121010,545174,1145329
2018-09-15,139500,339043,128094,551998,1158635
2018-09-16,137840,343113,129323,542423,1152699
2018-09-17,139700,333885,122740,544956,1141281
2018-09-18,139360,321361,121588,538776,1121085
2018-09-19,139140,356376,122064,549783,1167363
2018-09-20,137370,323634,120606,555843,1137453
2018-09-21,138150,348385,122728,555938,1165201
2018-09-22,142510,331894,139937,559896,1174237
2018-09-23,139740,341894,129941,555140,1166715
2018-09-24,138690,331545,120023,556931,1147189
2018-09-25,134840,335250,111333,522602,1104025
2018-09-26,135810,326869,109713,522866,1095258
2018-09-27,129050,337578,103073,503666,1073367
2018-09-28,126260,312573,103863,490639,1033335
2018-09-29,124860,321781,103652,486123,1036416
2018-09-30,127120,323838,87152,506217,1044327
2018-10-01,135420,332481,89458,528734,1086093
2018-10-02,131800,342124,91773,522266,1087963
2018-10-03,127210,324270,87978,533006,1072464
2018-10-04,127300,308594,85334,468436,989664
2018-10-05,131920,326911,79127,507642,1045600
2018-10-06,130510,344939,82518,514508,1072475
2018-10-07,127430,332622,80661,536606,1077319
2018-10-08,130400,327416,81133,524860,1063809
2018-10-09,130450,315557,77315,518556,1041878
2018-10-10,129220,333651,77241,519502,1059614
2018-10-11,131060,312933,79472,519732,1043197
2018-10-12,125860,341273,77726,500960,1045819
2018-10-13,130220,305240,80737,505476,1021673
2018-10-14,127770,341337,82922,499250,1051279
2018-10-15,127490,326785,76823,499106,1030204
2018-10-16,131720,297947,78162,526554,1034383
2018-10-17,131680,343765,79393,519988,1074826
2018-10-18,129290,324854,84013,524668,1062825
2018-10-19,128180,324529,74870,529120,1056699
2018-10-20,129800,330506,85302,527446,1073054
2018-10-21,127030,343021,79953,511560,1061564
2018-10-22,128410,304807,74912,504415,1012544
2018-10-23,125290,308829,70228,488586,992933
2018-10-24,128370,318321,74814,509964,1031469
2018-10-25,128460,326275,71747,509644,1036126
2018-10-26,129150,330146,76091,506375,1041762
2018-10-27,128500,318251,81985,523500,1052236
2018-10-28,128500,328357,80209,491889,1028955
2018-10-29,122780,304939,82752,509559,1020030
2018-10-30,127010,331287,75892,503878,1038067
2018-10-31,126760,314655,75825,519660,1036900
2018-11-01,127370,331731,74765,512340,1046206
